43.82399273,-79.24287004
43.77628552,-79.44428605
43.76179084,-79.46653153
43.77263585,-79.41535477
43.74200036,-79.22625846
43.77440355,-79.34068607
43.7026095,-79.41648343
43.69288838,-79.35051955
43.67954289,-79.33466212
43.62540075,-79.35907451
43.80279737,-79.30815775
43.78913692,-79.26296021
43.75089721,-79.27135958
43.74030865,-79.58602055
43.80493224,-79.18862001
43.60675694,-79.52142739
43.71277781,-79.4665953
43.66170514,-79.42992524
43.75491204,-79.54658795
43.73336669,-79.47217839
43.74762256,-79.4361204
43.62334101,-79.5493537
43.67469228,-79.393295
43.69050974,-79.47479915
43.6421231,-79.43019155
43.65303452,-79.46991357
43.71414447,-79.5845828
43.67827718,-79.46657755
43.6339765,-79.42123538
43.75417045,-79.25338352
43.66281901,-79.33858542
43.7295537,-79.29852884
43.65982743,-79.5119669
43.68896704,-79.26855091
43.74598271,-79.51437064
43.63769031,-79.38861302
43.66604762,-79.41318022
43.65242967,-79.37667217
43.67714727,-79.5638262
43.77082674,-79.17405341
43.68708918,-79.31071178
43.79012701,-79.39365588
43.71800519,-79.25623717
43.7005987,-79.51238441
43.72193765,-79.37787537
43.75477955,-79.54858893
43.65877345,-79.38666466
43.76933703,-79.36286162
43.55879537,-79.70328946
43.88387229,-79.2316744
